Time,PPG
3.9200,0.012397
3.9300,0.000151
3.9400,0.000000
3.9500,0.000000
3.9600,0.016046
3.9700,0.000000
3.9800,0.001756
3.9900,0.000000
4.0000,0.009621
4.0100,0.230877
4.0200,0.365755
4.0300,0.569318
4.0400,0.733922
4.0500,0.899248
4.0600,0.988051
4.0700,0.995894
4.0800,0.892488
4.0900,0.740630
4.1000,0.521967
4.1100,0.332516
4.1200,0.170289
4.1300,0.094701
4.1400,0.073985
4.1500,0.131701
4.1600,0.217675
4.1700,0.272896
4.1800,0.310194
4.1900,0.278410
4.2000,0.216133
4.2100,0.144167
4.2200,0.094275
4.2300,0.071522
4.2400,0.013506
4.2500,0.024016
4.2600,0.007616
4.2700,0.000000
4.2800,0.013670
4.2900,0.000000
4.3000,0.012586
4.3100,0.000000
4.3200,0.001734
4.3300,0.000000
4.3400,0.000000
4.3500,0.010274
4.3600,0.000000
4.3700,0.005199
4.3800,0.006562
4.3900,0.000000
4.4000,0.000000
4.4100,0.015904
4.4200,0.003421
4.4300,0.000000
4.4400,0.000000
4.4500,0.016586
4.4600,0.000000
4.4700,0.005638
4.4800,0.004929
4.4900,0.006895
4.5000,0.004660
4.5100,0.010824
4.5200,0.000000
4.5300,0.000000
4.5400,0.015223
4.5500,0.002454
4.5600,0.016908
4.5700,0.000000
4.5800,0.000000
4.5900,0.000000
4.6000,0.000000
4.6100,0.000000
4.6200,0.010081
4.6300,0.000000
4.6400,0.013038
4.6500,0.000000
4.6600,0.005966
4.6700,0.000000
4.6800,0.005513
4.6900,0.000000
4.7000,0.000000
4.7100,0.000000
4.7200,0.000000
4.7300,0.005500
4.7400,0.000000
4.7500,0.012828
4.7600,0.000148
4.7700,0.016416
4.7800,0.013917
4.7900,0.000000
4.8000,0.017366
4.8100,0.241288
4.8200,0.391397
4.8300,0.568325
4.8400,0.729416
4.8500,0.914287
4.8600,1.001187
4.8700,0.993303
4.8800,0.915122
4.8900,0.732207
4.9000,0.536625
4.9100,0.336948
4.9200,0.202093
4.9300,0.093051
4.9400,0.070477
4.9500,0.149171
4.9600,0.239748
4.9700,0.297297
4.9800,0.302951
4.9900,0.248827
5.0000,0.219133
5.0100,0.151477
5.0200,0.106238
5.0300,0.045513
5.0400,0.047198
5.0500,0.020018
5.0600,0.000000
5.0700,0.012712
5.0800,0.000535
5.0900,0.012831
5.1000,0.000000
5.1100,0.000000
5.1200,0.000000
5.1300,0.000000
5.1400,0.000000
5.1500,0.004687
5.1600,0.000000
5.1700,0.000538
5.1800,0.000000
5.1900,0.006215
5.2000,0.010614
5.2100,0.000000
5.2200,0.000000
5.2300,0.004774
5.2400,0.000000
5.2500,0.000000
5.2600,0.005673
5.2700,0.011810
5.2800,0.014996
5.2900,0.005006
5.3000,0.000000
5.3100,0.000000
5.3200,0.000000
5.3300,0.001527
5.3400,0.000000
5.3500,0.010154
5.3600,0.009825
5.3700,0.000000
5.3800,0.013976
5.3900,0.000000
5.4000,0.000000
5.4100,0.019714
5.4200,0.003809
5.4300,0.000000
5.4400,0.000000
5.4500,0.010677
5.4600,0.000000
5.4700,0.012860
5.4800,0.000000
5.4900,0.000000
5.5000,0.000000
5.5100,0.005371
5.5200,0.005607
5.5300,0.001011
5.5400,0.006508
5.5500,0.014713
5.5600,0.016549
5.5700,0.010113
5.5800,0.016943
5.5900,0.019651
5.6000,0.004652
5.6100,0.210437
5.6200,0.388736
5.6300,0.568511
5.6400,0.752562
5.6500,0.892796
5.6600,1.004630
5.6700,0.997627
5.6800,0.883519
5.6900,0.726975
5.7000,0.560243
5.7100,0.358896
5.7200,0.188170
5.7300,0.108125
5.7400,0.078142
5.7500,0.129077
5.7600,0.206640
5.7700,0.290848
5.7800,0.277418
5.7900,0.266628
5.8000,0.202426
5.8100,0.150579
5.8200,0.084793
5.8300,0.073811
5.8400,0.035722
5.8500,0.018258
5.8600,0.000000
5.8700,0.000000
5.8800,0.001234
5.8900,0.000000
5.9000,0.001476
5.9100,0.000000
5.9200,0.011514
5.9300,0.000216
5.9400,0.009564
5.9500,0.009326
5.9600,0.004027
5.9700,0.000000
5.9800,0.000000
5.9900,0.010702
6.0000,0.008874
6.0100,0.011866
6.0200,0.000000
6.0300,0.001979
6.0400,0.000000
6.0500,0.000000
6.0600,0.000000
6.0700,0.000000
6.0800,0.000000
6.0900,0.000000
6.1000,0.000000
6.1100,0.010175
6.1200,0.002457
6.1300,0.015342
6.1400,0.000000
6.1500,0.000000
6.1600,0.009697
6.1700,0.000000
6.1800,0.009101
6.1900,0.000000
6.2000,0.000000
6.2100,0.000000
6.2200,0.000000
6.2300,0.000000
6.2400,0.013199
6.2500,0.016393
6.2600,0.000000
6.2700,0.000000
6.2800,0.015321
6.2900,0.015082
6.3000,0.015221
6.3100,0.014184
6.3200,0.006234
6.3300,0.001987
6.3400,0.000000
6.3500,0.000000
6.3600,0.000000
6.3700,0.000000
6.3800,0.000000
6.3900,0.007420
6.4000,0.133233
6.4100,0.245538
6.4200,0.362382
6.4300,0.537295
6.4400,0.717354
6.4500,0.884042
6.4600,0.996836
6.4700,0.974737
6.4800,0.896308
6.4900,0.720311
6.5000,0.532938
6.5100,0.359251
6.5200,0.182090
6.5300,0.090476
6.5400,0.071572
6.5500,0.148895
6.5600,0.242176
6.5700,0.293338
6.5800,0.280475
6.5900,0.252432
6.6000,0.220398
6.6100,0.169569
6.6200,0.091915
6.6300,0.051744
6.6400,0.009344
6.6500,0.019188
6.6600,0.017483
6.6700,0.000000
6.6800,0.012221
6.6900,0.000000
6.7000,0.000000
6.7100,0.007374
6.7200,0.015256
6.7300,0.000000
6.7400,0.002161
6.7500,0.003015
6.7600,0.008834
6.7700,0.000000
6.7800,0.017098
6.7900,0.014560
6.8000,0.000000
6.8100,0.008823
6.8200,0.000000
6.8300,0.000000
6.8400,0.002742
6.8500,0.019436
6.8600,0.017768
6.8700,0.013301
6.8800,0.000000
6.8900,0.002731
6.9000,0.017002
6.9100,0.000000
6.9200,0.000000
6.9300,0.012638
6.9400,0.010111
6.9500,0.000000
6.9600,0.005072
6.9700,0.015108
6.9800,0.000812
6.9900,0.019828
7.0000,0.000000
7.0100,0.001610
7.0200,0.002863
7.0300,0.000000
7.0400,0.019965
7.0500,0.001109
7.0600,0.009055
7.0700,0.001530
7.0800,0.000000
7.0900,0.000000
7.1000,0.000000
7.1100,0.000518
7.1200,0.002056
7.1300,0.014112
7.1400,0.000000
7.1500,0.016034
7.1600,0.000000
7.1700,0.005280
7.1800,0.000000
7.1900,0.000000
7.2000,0.000000
7.2100,0.246693
7.2200,0.378273
7.2300,0.538111
7.2400,0.729742
7.2500,0.881428
7.2600,0.983843
7.2700,0.987776
7.2800,0.880314
7.2900,0.742986
7.3000,0.528658
7.3100,0.337424
7.3200,0.201869
7.3300,0.097299
7.3400,0.065435
7.3500,0.125869
7.3600,0.230875
7.3700,0.262450
7.3800,0.285325
7.3900,0.267876
7.4000,0.224392
7.4100,0.145676
7.4200,0.102155
7.4300,0.056905
7.4400,0.011534
7.4500,0.023656
7.4600,0.018779
7.4700,0.000000
7.4800,0.019406
7.4900,0.013527
7.5000,0.016615
7.5100,0.000000
7.5200,0.014552
7.5300,0.003098
7.5400,0.000000
7.5500,0.000000
7.5600,0.000000
7.5700,0.007664
7.5800,0.000000
7.5900,0.014839
7.6000,0.011913
7.6100,0.000000
7.6200,0.008945
7.6300,0.000000
7.6400,0.000948
7.6500,0.000000
7.6600,0.000051
7.6700,0.000000
7.6800,0.000000
7.6900,0.010132
7.7000,0.000000
7.7100,0.000000
7.7200,0.013181
7.7300,0.013305
7.7400,0.014209
7.7500,0.009052
7.7600,0.007697
7.7700,0.000000
7.7800,0.000000
7.7900,0.000000
7.8000,0.010035
7.8100,0.000000
7.8200,0.018541
7.8300,0.000000
7.8400,0.000000
7.8500,0.005245
7.8600,0.004831
7.8700,0.016207
7.8800,0.014079
7.8900,0.000000
7.9000,0.000000
7.9100,0.000000
7.9200,0.016465
7.9300,0.018470
7.9400,0.000000
7.9500,0.000000
7.9600,0.000000
7.9700,0.000000
7.9800,0.000000
7.9900,0.006788
8.0000,0.000000
8.0100,0.211897
8.0200,0.368677
8.0300,0.555410
8.0400,0.732626
8.0500,0.887500
8.0600,0.984266
8.0700,0.982151
8.0800,0.915568
8.0900,0.726153
8.1000,0.560180
8.1100,0.356343
8.1200,0.194979
8.1300,0.077427
8.1400,0.079481
8.1500,0.162006
8.1600,0.222962
8.1700,0.298758
8.1800,0.276501
8.1900,0.260614
8.2000,0.227695
8.2100,0.150274
8.2200,0.087641
8.2300,0.054155
8.2400,0.023962
8.2500,0.017896
8.2600,0.009290
8.2700,0.019515
8.2800,0.003152
8.2900,0.012161
8.3000,0.000000
8.3100,0.006777
8.3200,0.003767
8.3300,0.000000
8.3400,0.000000
8.3500,0.000000
8.3600,0.000000
8.3700,0.000000
8.3800,0.000000
8.3900,0.000000
8.4000,0.000000
8.4100,0.005312
8.4200,0.008300
8.4300,0.000000
8.4400,0.000000
8.4500,0.015360
8.4600,0.000000
8.4700,0.000000
8.4800,0.003438
8.4900,0.000000
8.5000,0.000000
8.5100,0.019875
8.5200,0.000000
8.5300,0.000000
8.5400,0.019329
8.5500,0.017286
8.5600,0.017527
8.5700,0.000000
8.5800,0.000000
8.5900,0.017705
8.6000,0.017145
8.6100,0.018046
8.6200,0.008686
8.6300,0.000000
8.6400,0.016587
8.6500,0.000000
8.6600,0.019091
8.6700,0.000000
8.6800,0.000562
8.6900,0.019176
8.7000,0.011919
8.7100,0.011823
8.7200,0.006049
8.7300,0.000000
8.7400,0.000000
8.7500,0.000000
8.7600,0.000414
8.7700,0.000000
8.7800,0.000000
8.7900,0.013264
8.8000,0.115415
8.8100,0.222035
8.8200,0.377189
8.8300,0.559656
8.8400,0.750862
8.8500,0.898943
8.8600,0.994298
8.8700,0.970533
8.8800,0.880302
8.8900,0.726367
8.9000,0.544104
8.9100,0.327448
8.9200,0.203348
8.9300,0.096336
8.9400,0.063532
8.9500,0.129078
8.9600,0.239368
8.9700,0.270724
8.9800,0.294863
8.9900,0.249314
9.0000,0.230555
9.0100,0.133878
9.0200,0.103085
9.0300,0.040619
9.0400,0.011503
9.0500,0.000000
9.0600,0.005383
9.0700,0.000000
9.0800,0.000000
9.0900,0.000000
9.1000,0.000000
9.1100,0.000000
9.1200,0.012970
9.1300,0.000000
9.1400,0.000000
9.1500,0.006859
9.1600,0.017068
9.1700,0.005961
9.1800,0.012339
9.1900,0.000000
9.2000,0.000000
9.2100,0.000000
9.2200,0.000000
9.2300,0.019055
9.2400,0.000000
9.2500,0.000000
9.2600,0.005977
9.2700,0.000634
9.2800,0.015870
9.2900,0.010652
9.3000,0.010531
9.3100,0.001174
9.3200,0.009557
9.3300,0.010011
9.3400,0.012210
9.3500,0.013818
9.3600,0.000000
9.3700,0.019845
9.3800,0.012048
9.3900,0.019478
9.4000,0.000000
9.4100,0.000412
9.4200,0.000000
9.4300,0.009094
9.4400,0.007442
9.4500,0.007893
9.4600,0.000000
9.4700,0.007557
9.4800,0.019687
9.4900,0.019593
9.5000,0.000108
9.5100,0.000000
9.5200,0.000000
9.5300,0.000000
9.5400,0.000671
9.5500,0.005240
9.5600,0.017486
9.5700,0.015056
9.5800,0.002918
9.5900,0.000000
9.6000,0.000000
9.6100,0.225884
9.6200,0.363732
9.6300,0.532327
9.6400,0.736257
9.6500,0.891585
9.6600,0.992709
9.6700,0.977861
9.6800,0.895954
9.6900,0.750564
9.7000,0.545861
9.7100,0.355698
9.7200,0.168349
9.7300,0.081140
9.7400,0.062495
9.7500,0.133628
9.7600,0.236726
9.7700,0.279701
9.7800,0.282600
9.7900,0.268659
9.8000,0.225170
9.8100,0.151143
9.8200,0.090770
9.8300,0.070688
9.8400,0.047234
9.8500,0.000000
9.8600,0.000000
9.8700,0.007522
9.8800,0.000000
9.8900,0.000000
9.9000,0.000000
9.9100,0.003798
9.9200,0.000000
9.9300,0.011172
9.9400,0.000000
9.9500,0.000305
9.9600,0.000000
9.9700,0.000000
9.9800,0.017494
9.9900,0.018646
